Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,Ent I,Ent C,Ent Cl,FC,FR,Ama,Roj.,Rob,Desp,Pos Gan/90,Pos Perd/90,Disparos,Disparos fuera área/90,TaP,Gol,Goles fuera del área,xG,Cab Int,Cab,DsR,Rec.1,Cen.In,Cen.Com,Cen I-Ab,Cen C-Ab
player_2603,ME/MP (I),32,2.871,1.014,861,63,41,2,"6,3",9,93,387,89,"388,6 km","12,16",75,61,1,38,50,0,0,35,37,"4,83","19,53",49,"0,38",16,7,1,"6,25",234,60,0,8,133,23,117,23
player_2604,ME/MP (C),38 (1),2.203,797,677,43,27,4,"3,65",7,33,212,36,"312,6 km","8,13",31,27,0,15,13,0,0,32,25,"10,87","17,36",51,"0,37",19,6,0,"4,99",179,29,0,7,18,3,18,3
player_2605,POR,1 (2),194,48,41,0,1,0,0,0,0,0,0,"12,3 km",0,0,-,0,0,1,0,0,0,-,"1,86","9,74",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2606,DF (C),3 (7),748,421,381,27,4,0,"0,05",0,1,28,13,"95,8 km","4,45",13,11,4,6,2,3,0,15,16,"13,84","3,37",3,"0,24",2,0,0,"0,26",75,61,5,2,2,0,2,0
player_2607,"MC, ME (C)",12,1.080,619,558,57,20,4,"3,18",9,3,109,32,"148,1 km","8,5",32,27,3,10,9,5,0,14,23,"16,33","5,75",8,"0,17",2,1,0,"0,92",44,9,1,5,7,2,7,2
player_2608,"MC, ME (C)",3 (15),477,261,236,27,4,0,"0,14",2,1,44,9,"66,7 km","10,75",9,7,1,7,4,1,0,5,5,"12,08","4,91",1,0,1,1,0,"0,09",35,15,0,2,2,2,2,2
player_2609,ME (C),31,2.078,1.006,873,83,33,4,"5,4",8,25,244,72,"269,9 km","7,71",59,47,0,20,11,3,0,41,17,"13,21","12,78",6,"0,04",3,2,0,"0,69",128,71,0,12,29,3,23,2
player_2610,DL (C),26 (9),2.552,612,516,16,16,0,"0,96",2,24,138,39,"337,6 km","6,07",29,22,0,31,84,0,0,23,19,"1,09","22,25",79,"1,09",30,8,1,"7,8",301,52,0,3,20,3,20,3
player_2611,ME/MP (I),17 (6),1.563,535,468,27,17,1,"1,61",3,51,169,37,"213,4 km","12,09",36,35,1,26,15,6,0,31,22,"2,02","15,37",41,"0,63",17,4,3,"4,88",150,42,0,10,45,3,45,3
player_2612,ME/MP (D),6 (15),947,343,287,22,15,1,"0,82",0,23,101,27,"111,4 km","10,36",25,16,0,11,13,0,0,11,10,"2,38","12,64",21,"0,48",7,2,0,"2,12",56,13,0,4,48,11,44,10
player_2613,ME/MP (D),0 (14),329,150,137,16,6,0,"0,12",1,7,36,10,"41,5 km","15,59",10,8,0,3,5,0,0,3,3,"5,74","16,41",1,0,0,0,0,"0,08",24,8,0,1,15,1,15,1
player_2614,"MC, ME (C)",33,2.813,1.584,1.366,141,66,4,"3,49",5,10,283,100,"395,6 km","9,18",98,75,6,34,17,0,0,38,45,"18,27","5,92",12,"0,1",1,0,0,"1,46",101,21,8,9,17,2,17,2
player_2615,DF/CR/MP (I),0 (6),162,68,59,7,1,0,0,0,5,21,4,"18,8 km","11,67",4,4,0,2,2,0,0,5,1,5,"26,67",2,0,0,0,0,"0,91",10,4,1,1,10,1,10,1
player_2616,"ME (C), MP (IC)",0 (2),98,34,33,3,2,0,"0,29",0,1,7,3,"16,1 km","9,18",3,0,0,0,0,0,0,2,1,"4,59","27,55",3,"0,92",2,0,0,"0,5",7,1,0,0,2,0,2,0
player_2617,DF (DC),30,2.647,1.472,1.261,104,8,0,"1,43",3,5,87,37,"311,0 km","3,67",37,31,7,31,9,10,1,26,55,"11,73","3,3",11,"0,14",4,0,0,"2,23",236,148,19,12,10,1,4,1
player_2618,"MC, ME (C)",31,2.745,1.572,1.414,123,30,4,"5,46",10,14,280,84,"377,1 km","9,54",83,68,3,23,13,4,0,39,40,"12,75","9,9",11,"0,1",4,2,0,"1,31",134,51,2,12,12,1,12,1
player_2619,DF (C),32,2.823,1.698,1.484,125,12,1,"1,76",2,1,95,28,"319,5 km","3,89",30,22,7,25,10,6,0,38,43,"17,98","3,86",6,"0,1",1,1,0,"0,32",300,216,30,15,2,0,2,0
player_2620,"ME (I), MP (DI), DL (C)",22,1.830,608,528,26,12,3,"3,01",6,49,230,52,"250,4 km","13,18",48,43,0,33,19,2,0,39,15,"4,48","17,85",40,"0,49",17,1,0,"4,86",95,17,0,11,58,10,58,10
player_2621,POR,34,2.946,693,441,0,0,0,0,0,0,0,0,"173,2 km",0,6,0,0,1,17,1,0,0,-,"3,42","7,94",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2622,DL (C),0 (10),295,78,66,0,0,0,"0,02",0,3,16,5,"44,3 km","7,02",3,3,0,4,3,0,0,3,1,0,"24,41",12,"1,53",5,3,0,"0,72",39,6,0,2,2,1,2,1
player_2623,DF/CR (D),2 (7),364,143,123,16,4,1,0,0,11,31,7,"53,0 km","14,34",9,8,0,3,3,0,0,10,3,"7,17","11,87",1,0,0,0,0,"0,04",25,15,0,0,15,3,15,3
player_2624,ME/MP (C),3 (13),776,385,323,28,8,1,"1,71",2,5,90,23,"102,7 km","7,89",20,15,0,12,9,0,0,10,12,"9,16","14,15",6,0,1,0,0,"0,59",37,12,0,4,8,3,8,3
player_2625,POR,22 (2),1.840,454,281,0,0,0,0,0,0,0,0,"100,2 km",0,3,1,0,1,3,1,0,0,-,"3,67","6,46",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2626,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2627,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2628,"ME (D), MP (DI)",7 (20),1.037,381,335,21,11,0,"0,36",2,42,115,23,"141,6 km","9,72",22,17,0,12,14,0,0,19,3,"1,48","22,3",11,"0,35",4,1,0,"0,51",72,13,0,5,185,27,61,11
player_2629,MP (I),2 (22),477,163,137,10,10,2,"0,91",2,12,58,17,"65,1 km","12,83",14,13,0,3,5,0,0,6,4,"1,89","16,79",4,"0,19",0,0,0,"0,48",37,6,0,0,28,2,14,2
player_2630,DF/CR (I),25,1.907,985,856,109,15,1,"1,52",2,26,157,37,"254,2 km","11,09",51,45,2,31,15,2,0,42,37,"10,62","15,06",3,"0,14",1,0,0,"0,21",120,82,3,20,77,9,77,9
player_2631,DF/CR/MP (D),9 (2),604,260,231,12,9,1,"0,76",2,19,76,15,"82,2 km","8,79",13,13,0,15,3,0,0,12,8,"2,98","20,41",9,"0,15",3,0,0,"1,3",43,11,0,5,33,6,33,6
player_2632,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2633,"MC, ME/MP (C)",29,2.043,1.047,891,95,38,2,"2,37",4,25,254,73,"274,0 km","7,31",71,60,2,29,17,5,1,43,22,"14,27","15,33",7,"0,09",2,0,1,"0,42",122,47,0,9,22,5,22,5
player_2634,DF (IC),0 (3),131,62,49,5,1,0,0,0,1,9,3,"19,0 km","12,37",3,3,0,2,0,0,0,4,2,"8,24","19,92",0,0,-,0,0,0,10,8,1,1,2,0,2,0
player_2635,DF/CR (D),25,2.250,1.147,982,131,28,1,"3,7",6,40,179,51,"305,9 km","10,8",56,39,3,18,32,0,0,53,39,"13,92","15,76",33,"0,56",10,2,0,"2,92",152,82,4,19,127,17,127,17
player_2636,MP (DI),2 (17),610,217,191,16,6,0,"0,99",2,29,60,18,"86,3 km","9,89",14,12,0,7,8,1,0,8,3,"3,54","18,44",12,"0,59",3,1,0,"1,22",38,13,1,2,27,4,27,4
player_2637,DF/CR/ME/MP (D),31,2.790,1.419,1.237,163,48,4,"3,45",3,33,217,60,"385,1 km","15,32",69,55,1,41,28,12,0,64,58,"11,13","15,55",59,"0,61",7,2,1,"5,76",175,89,6,19,193,30,164,25
player_2638,"MP (DIC), DL (C)",7 (1),526,200,164,14,9,0,"0,74",1,16,69,15,"66,8 km","10,44",15,11,0,8,10,1,0,11,1,"4,62","15,91",10,"0,34",2,1,0,"1,29",41,8,0,2,39,3,33,3
player_2639,POR,32,2.787,666,353,0,1,0,0,0,0,0,0,"144,9 km",0,3,1,0,0,5,0,0,0,-,"2,84","7,69",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2640,"ME (I), MP (IC)",15 (2),1.020,351,295,33,37,2,"0,47",0,38,134,38,"137,3 km","12,97",29,24,1,13,14,0,0,21,13,"4,5","15,53",18,"0,53",4,0,1,"2,19",79,22,0,3,59,7,34,5
player_2641,"MC, ME/MP (C)",3 (22),650,324,272,29,18,0,"1,02",3,3,73,12,"88,8 km","7,89",11,8,1,4,3,0,0,5,6,"8,72","14,12",9,"0,55",4,0,0,"0,81",25,10,0,0,27,7,9,4
player_2642,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2643,POR,34,3.060,670,395,0,1,0,0,0,0,0,0,"177,3 km",0,1,0,0,2,12,2,0,0,-,"4,71","7,38",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2644,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2645,"ME (I), MP (DIC)",27 (9),2.432,822,695,57,37,2,"2,95",4,68,303,82,"323,3 km","12,36",63,48,1,36,31,0,0,42,25,"4,14","22,69",45,"0,59",19,8,0,"5,42",196,74,0,10,113,14,113,14
player_2646,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2647,DF (C),2 (3),285,160,135,13,1,0,"0,09",0,0,5,2,"32,7 km","4,42",2,2,1,1,0,0,0,6,7,"13,89","4,74",0,0,-,0,0,0,33,23,1,2,1,0,1,0
player_2648,DF (C),7 (1),652,364,315,30,2,0,0,0,1,28,11,"81,2 km","4,83",15,13,4,3,3,0,0,9,16,"12,01","4,42",2,0,1,0,0,"0,32",68,42,3,1,4,0,4,0
player_2649,MP (DIC),34,2.514,894,740,69,77,7,"6,09",9,53,346,87,"334,9 km","12,03",76,68,1,37,26,0,0,47,23,"5,08","21,66",30,"0,25",13,5,0,"3,38",197,55,0,11,330,60,106,22
player_2650,"DF (DI), CR (D)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2651,POR,32,2.802,632,336,0,0,0,0,0,0,0,0,"179,3 km",0,3,1,0,1,15,1,0,0,-,"3,79","7,45",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2652,"MP (DIC), DL (C)",17,1.513,527,459,36,21,5,"4,78",5,27,170,39,"214,2 km","9,93",26,21,0,14,3,0,0,28,14,"8,33","24,75",32,"0,71",16,4,2,"4,15",109,47,0,1,19,4,19,4
player_2653,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2654,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2655,ME/MP (I),3,270,60,44,0,0,0,"0,2",0,0,0,0,"0,0 km",0,7,5,0,3,2,0,0,0,0,0,0,14,0,5,0,0,"1,53",0,-,0,0,0,0,0,0
player_2656,"MP (DI), DL (C)",9 (15),1.156,372,305,21,14,0,"0,41",2,20,89,24,"152,1 km","8,1",25,21,0,24,22,1,0,4,6,"1,56","15,34",41,"0,47",21,9,1,"5,68",121,35,0,0,40,6,40,6
player_2657,DF (C),19 (4),1.761,1.033,926,77,6,0,"0,68",2,8,67,23,"209,2 km","4,34",27,20,4,16,7,5,0,20,27,"17,94","3,27",12,"0,15",2,1,0,"1,18",163,118,8,9,5,0,5,0
player_2658,DF/ME/MP (I),30,2.580,1.266,1.100,152,34,0,"0,54",2,29,201,55,"353,1 km","13,57",79,62,1,30,45,6,1,52,52,"6,87","16,64",9,"0,07",4,1,0,"0,75",161,82,17,24,86,15,86,15
player_2659,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2660,MP (D),28 (1),1.971,789,668,56,46,1,"1,61",13,55,207,61,"273,9 km","11,83",49,42,1,18,19,0,0,39,31,"2,51","22,83",34,"0,55",10,2,0,"4,18",137,43,0,9,100,26,100,26
player_2661,ME/MP (C),3 (24),912,499,455,43,18,4,"3,85",5,9,97,22,"123,6 km","7,5",19,16,1,4,10,0,0,11,11,"12,93","9,77",10,"0,49",4,1,0,"1,07",47,16,0,3,6,0,6,0
player_2662,MP (C),0 (4),61,35,29,2,0,0,"0,23",1,0,8,1,"8,8 km",-,1,1,0,2,0,0,0,1,0,-,-,5,-,3,0,0,"0,88",3,0,0,0,0,0,0,0
player_2663,"MP (C), DL (C)",2 (30),1.213,379,310,13,9,1,"1,03",1,13,92,23,"155,0 km","5,71",22,19,0,15,24,0,0,14,10,2,"18,4",34,"0,67",17,5,0,"3,19",130,27,0,2,8,0,8,0
player_2664,"MC, ME/MP (C)",12,924,531,461,43,13,1,"0,34",2,5,86,18,"125,3 km","8,47",18,17,1,12,5,0,0,8,12,"9,84","8,67",4,0,0,0,0,"0,47",50,27,0,3,6,3,6,3
player_2665,DF (D),17 (8),1.683,818,688,90,22,3,"1,56",2,32,146,41,"215,2 km","14,55",50,42,0,25,18,6,0,29,29,"12,73","13,58",29,"0,48",5,1,2,"4,25",83,43,0,4,66,6,66,6
player_2666,DF (C),31,2.672,1.639,1.371,100,43,2,"1,89",4,3,109,44,"305,4 km","4,35",49,32,7,20,7,2,0,39,43,"19,7","3,1",13,"0,03",3,1,0,"2,72",268,176,42,11,167,13,15,1
player_2667,"MC, ME (C)",0 (12),298,159,131,16,1,0,0,1,2,30,6,"40,2 km","6,34",6,5,0,4,1,2,0,3,3,"12,08","8,15",1,"0,3",0,0,0,"0,07",16,11,2,1,1,0,1,0
player_2668,"MP (DI), DL (C)",32,2.745,964,800,72,51,3,"3,94",4,66,303,93,"353,2 km","11,84",85,73,0,24,41,0,0,46,33,"3,7","17,28",71,"0,69",22,5,1,"7,29",202,60,0,9,114,23,114,23
player_2669,DF/CR (I),19,1.650,784,662,88,15,1,"2,34",1,10,115,34,"203,1 km","12,6",53,42,1,18,11,0,0,26,31,"10,75","13,25",3,"0,05",0,0,0,"0,41",124,74,4,16,65,13,64,13
player_2670,"MC, ME (C)",14,1.161,567,500,37,17,1,"0,82",0,10,123,34,"152,9 km","7,36",24,21,0,13,10,0,0,17,13,"12,25","11,63",10,"0,39",7,4,0,"0,84",77,40,0,2,65,5,20,4
player_2671,"MC, ME (C)",0 (17),402,237,210,14,2,0,"0,36",1,2,41,8,"56,2 km","8,73",8,7,0,7,2,0,0,5,2,"13,21","3,81",5,"0,45",1,1,0,"0,61",19,7,1,2,1,0,1,0
player_2672,POR,0 (1),7,1,0,0,0,0,0,0,0,0,0,"0,0 km",-,0,-,0,0,0,0,0,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2673,"MC, ME (C)",34,2.908,1.679,1.524,152,46,3,"6,83",20,22,300,82,"407,0 km","9,41",80,60,0,40,25,3,0,41,34,"15,88","6,84",19,"0,15",4,3,0,"2,13",149,78,3,12,48,5,14,1
player_2674,MP (IC),17 (2),1.321,454,386,33,22,3,"1,37",2,35,150,33,"170,4 km","11,72",32,21,0,9,19,1,0,25,12,"3,54","15,94",20,"0,48",8,2,0,"1,58",93,31,0,2,95,13,42,7
player_2675,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2676,DF (D),1 (13),760,430,374,43,10,2,"1,02",0,10,37,13,"87,3 km","7,34",14,13,1,5,7,1,0,13,18,"13,97","7,34",3,0,0,0,0,"0,13",53,37,3,5,13,1,13,1
player_2677,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2678,DF (C),26,2.140,1.400,1.154,98,10,2,"1,95",4,1,81,34,"262,6 km","4,12",36,28,4,11,5,4,0,41,26,"19,09","3,24",10,0,1,1,0,"3,15",170,119,18,8,5,0,5,0
player_2679,"ME (D), MP (DIC)",1 (25),802,303,239,34,28,2,"0,26",0,12,73,23,"93,0 km","8,08",23,18,0,6,5,1,0,15,11,"7,18","10,1",9,"0,45",1,0,0,"0,81",44,11,1,2,138,16,32,2
player_2680,"DF (C), DL (C)",33,2.875,1.633,1.396,111,21,0,"1,78",4,22,247,66,"375,9 km","7,7",69,59,2,53,22,7,0,43,32,"11,93","8,11",23,"0,19",3,1,0,"3,08",204,129,6,10,11,4,11,4
player_2681,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2682,DL (C),6 (26),1.035,265,230,10,9,1,"0,54",1,10,85,19,"129,5 km","4,96",17,14,0,15,19,0,0,10,7,"0,96","23,22",35,"1,13",17,4,1,"4,17",142,57,0,1,9,0,9,0
player_2683,ME/MP (D),4 (19),759,272,239,12,9,0,"0,17",0,13,86,13,"89,3 km","9,6",14,11,0,12,6,2,0,9,7,"2,73","17,79",13,"0,71",3,1,0,"0,95",53,11,0,2,46,2,33,2
player_2684,DF (C),5 (2),546,320,266,16,2,0,"0,76",0,0,16,4,"63,0 km","4,78",4,2,2,0,3,0,0,7,8,"18,3","2,97",1,0,0,0,0,"0,31",48,30,5,7,0,0,0,0
player_2685,DF (DC),33,2.747,1.363,1.179,131,31,3,"1,78",2,38,223,52,"344,5 km","10,03",71,50,4,22,24,0,0,56,40,"12,02","13,07",31,"0,36",5,1,0,"2,8",196,133,14,21,86,14,86,14
player_2686,ME (C),0 (13),399,116,107,7,6,0,"0,13",0,2,36,8,"54,5 km","8,35",8,6,1,3,6,0,0,6,2,"5,64","18,72",12,"0,9",7,4,0,"1,11",43,6,0,1,3,1,3,1
player_2687,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2688,"DF (DC), MC",4 (17),970,555,477,31,2,1,"0,33",0,1,43,12,"116,7 km","4,92",12,8,1,5,1,1,0,14,12,"13,45","3,71",5,"0,19",0,0,0,"1,05",97,64,2,8,0,0,0,0
player_2689,ME (C),0 (3),156,75,64,9,4,0,"0,53",0,0,14,8,"20,9 km","9,23",8,7,1,2,1,0,0,2,3,"5,77","15,58",0,0,-,0,0,0,7,0,0,0,6,0,6,0
player_2690,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2691,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2692,"ME (I), MP (IC)",34,2.800,909,765,69,34,5,"5,06",10,100,325,87,"336,3 km","8,71",70,62,0,38,57,0,0,36,20,"5,37","18,84",62,"0,84",20,4,1,"6,61",219,41,0,12,152,22,107,16
player_2693,DF/CR/ME (D),31,2.566,955,799,98,43,3,"2,61",5,73,322,103,"353,3 km","13,54",84,67,1,23,49,0,0,47,27,"4,49","15,15",21,"0,32",7,1,0,"2,6",171,72,0,6,161,29,161,29
player_2694,DL (C),2 (21),677,164,144,2,2,0,"0,01",0,12,38,5,"78,3 km","4,65",6,6,0,7,20,0,0,7,3,"1,33","21,27",19,"0,27",6,2,0,"1,61",92,41,0,4,4,1,4,1
player_2695,DF/CR (D),5 (18),803,416,362,54,14,0,"2,08",5,10,58,13,"117,0 km","15,58",20,15,0,5,6,1,0,15,18,"12,44","9,53",8,"0,22",3,0,0,"0,86",68,46,10,6,33,2,33,2
player_2696,DF (DC),8 (7),874,490,430,47,7,0,"0,34",1,4,45,15,"112,9 km","6,8",17,13,2,11,4,2,0,19,12,"6,9","8,44",3,0,0,0,0,"0,19",83,57,8,4,19,1,19,1
player_2697,POR,32,2.837,673,378,0,1,0,0,0,0,0,0,"153,4 km",0,4,2,0,4,7,4,0,0,-,"2,95","7,87",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2698,"ME (IC), MP (I)",19 (9),1.382,537,456,71,39,0,"2,7",5,26,182,42,"190,1 km","12,37",37,29,2,15,18,2,0,28,18,"6,25","12,83",10,"0,39",4,1,0,"0,75",93,39,0,11,54,3,54,3
player_2699,"CR (D), ME/MP (DI)",12 (16),1.550,673,579,60,16,0,"0,74",1,36,150,37,"208,9 km","11,26",42,29,1,20,24,2,0,35,19,"5,81","16,55",27,"0,46",6,1,0,"2,9",97,20,3,7,76,5,76,5
player_2700,POR,2,180,41,28,0,0,0,0,0,0,0,0,"11,2 km",0,1,0,0,0,1,0,0,0,-,"2,5","10,5",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2701,"DF (DC), CR (D)",8 (1),782,421,337,52,11,0,"0,97",1,19,47,24,"96,8 km","9,55",24,19,3,8,5,5,0,12,16,"7,37","16,92",0,0,-,0,0,0,68,35,3,5,45,6,26,2
player_2702,DF (C),26,2.257,1.235,1.104,89,9,1,"0,78",1,1,71,29,"255,8 km","3,67",38,23,5,22,3,1,0,31,36,"15,23","2,87",6,"0,12",1,1,0,"1,01",196,130,12,8,4,0,4,0
player_2703,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_2704,"DF (DC), CR (D)",30,2.558,1.351,1.138,158,25,1,"2,37",4,14,201,45,"344,3 km","11,22",63,49,5,30,26,4,1,63,45,"13,05","14,18",42,"0,46",7,2,0,"4,41",223,143,12,23,109,15,109,15
player_2705,ME/MP (DI),6 (10),814,343,302,28,15,0,"1,8",1,13,96,22,"108,3 km","8,96",16,15,0,12,15,2,0,13,10,"5,2","17,8",13,"0,44",6,2,0,"1,36",42,10,0,2,33,3,33,3
player_2706,"MC, ME/MP (C)",3 (27),920,455,392,41,12,0,"0,72",1,14,103,25,"128,0 km","8,12",18,16,1,21,7,2,0,13,6,"9,59","16,63",6,"0,1",2,0,0,"2,59",34,7,0,2,9,3,9,3
player_2707,ME/MP (DI),0 (8),204,76,60,7,5,0,0,0,7,28,9,"25,0 km","12,79",7,7,0,2,2,0,0,3,2,"3,53","17,21",3,0,0,0,0,"0,1",16,2,0,1,9,0,9,0
player_2708,"MC, ME (C)",19 (6),1.524,875,782,50,9,3,"1,66",5,2,149,43,"204,8 km","8,33",43,27,1,21,6,0,0,22,29,"12,05","7,85",2,"0,06",0,0,0,"0,1",74,37,4,13,4,1,4,1
player_2709,"DF (DC), CR (D)",34,3.060,1.195,1.033,135,49,5,"3,21",2,58,359,94,"419,5 km","10,85",106,85,2,36,24,2,0,81,61,"12,82","17,74",1,"0,03",0,0,1,"0,03",149,70,44,26,205,30,205,30
player_2710,"ME (I), MP (DI), DL (C)",7 (7),807,248,212,15,12,0,"0,17",1,21,79,21,"99,8 km","8,25",19,13,0,13,14,0,0,16,8,"2,01","21,64",15,"0,56",8,1,0,"3,18",73,12,0,1,72,9,32,6
player_2711,"MC, ME (C)",1 (16),553,315,274,30,7,0,1,4,3,57,13,"78,6 km","10,42",13,12,0,8,1,0,0,7,5,"12,53","4,56",3,"0,33",2,1,0,"0,12",26,13,1,3,3,0,3,0
player_2712,MP (DC),28,2.123,765,657,53,36,3,"2,9",6,56,261,56,"296,1 km","11,53",39,35,0,24,30,1,0,38,20,"5,43","20,01",28,"0,38",11,1,0,"2,96",146,19,0,9,172,23,70,10
player_2713,"MC, ME (C)",31,2.790,1.539,1.354,102,15,1,"2,85",4,24,299,84,"385,4 km","10,13",88,61,1,52,28,5,0,32,24,"8,55","8,48",17,"0,16",2,0,1,"1,21",161,103,9,8,12,3,12,3
player_2714,"ME (DI), MP (D)",31 (1),2.789,982,805,78,31,3,"3,04",8,100,287,71,"382,3 km","13,23",49,38,1,37,39,4,0,55,42,"3,42","16,3",41,"0,29",19,4,0,"4,78",181,50,0,18,162,18,162,18
player_2715,"MC, ME (C)",31,2.535,1.369,1.197,116,38,1,"3,46",5,24,324,72,"344,1 km","8,34",57,43,0,20,13,2,1,42,28,"12,5","14,13",12,"0,07",4,2,0,"1,79",126,38,0,8,24,4,18,4
player_2716,DF (DI),22 (1),1.788,902,772,103,17,0,"1,2",1,19,131,43,"244,9 km","11,63",60,45,1,30,15,8,1,38,30,"11,12","20,74",4,"0,1",0,0,0,"0,06",111,62,11,17,52,6,52,6
player_2717,"MP (DIC), DL (C)",3 (24),653,190,161,8,7,1,"0,19",1,7,49,11,"87,7 km","7,03",6,5,0,9,9,1,0,10,3,"1,38","13,51",29,"0,83",9,2,2,"3,64",67,10,0,0,12,3,12,3
player_2718,"ME (D), MP (DI)",1 (2),169,60,48,3,2,0,"0,2",1,1,15,1,"22,9 km","9,05",1,1,0,1,4,1,0,1,2,"4,79","15,44",1,0,0,0,0,"0,24",16,3,0,0,3,0,3,0
player_2719,DF (C),31,2.711,1.558,1.293,90,5,1,"0,61",5,3,94,32,"325,2 km","3,55",35,24,6,18,6,7,0,33,50,"12,88","3,62",13,"0,13",3,0,0,"1,59",286,201,25,15,4,0,4,0
player_2720,DF/CR (D),28,2.405,1.225,1.058,145,21,0,"4,35",6,25,207,55,"313,2 km","10,55",60,44,3,33,16,15,1,62,31,"12,2","13,1",34,"0,41",6,1,0,"4,81",177,106,14,20,213,44,145,35
player_2721,POR,6 (2),676,153,105,0,0,0,0,0,0,0,0,"38,9 km",0,0,-,0,0,1,0,0,0,-,"2,4","8,92",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_2722,"MP (DI), DL (C)",32,2.404,616,535,15,16,3,"3,85",4,27,150,49,"301,3 km","5,24",30,28,0,33,75,2,0,21,16,"2,36","18,38",51,"0,64",22,10,1,"5,51",314,54,0,4,21,4,21,4
player_2723,DF (C),31,2.790,1.634,1.363,101,12,0,"0,05",1,0,97,33,"347,0 km","4,9",37,25,5,16,9,2,0,38,53,"14,32","3,52",13,"0,1",2,0,0,"1,85",243,149,17,25,3,2,3,2
player_2724,ME/MP (C),34,2.595,895,764,56,29,0,"1,08",2,30,266,68,"317,8 km","8,6",53,42,0,11,23,0,0,42,25,"11,86","16,44",36,"0,1",15,1,0,"3,64",191,36,0,11,27,2,27,2
player_2725,DF/CR (I),32,2.803,1.476,1.261,180,21,4,"2,62",9,42,216,61,"400,5 km","13,45",87,75,3,23,35,4,0,74,36,"14,93","14,87",10,"0,1",1,0,0,"0,89",164,86,16,27,121,20,121,20
player_2726,POR,2 (4),328,80,36,0,0,0,0,0,0,0,0,"19,2 km",0,0,-,0,0,3,0,0,0,-,"1,37","9,88",0,-,-,0,-,0,-,-,-,-,-,-,-,-
